ID,B,Br_1,Br_1,C_1,C_2,C_3,C_4,Cl_1,Cl_2,Cl_3,F_1,F_2,H_1,H_2,I_1,I_2,I_3,N_1,N_2,N_3,N_4,O_1,O_2,O_3,P_1,P_2,P_3,S_1,S_2,S_3,S_4,Si_1,Si_2
gmof_Al2O6-irmof20_B-irmof7_B_No513,0,0,0,0,191.7,115.02,76.68,0,0,0,0,175.61,79.62,79.62,0,0,0,0,0,0,0,15.367,61.467,15.367,0,0,0,0,83.29,0,0,0,0
gmof_AlO6-mof177-N_No7,0,0,0,0,0,0,0,0,412.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISEMEY_FSR,0,0,0,5.89,5.89,11.78,5.89,0,0,0,0,0,474.2,0,0,0,0,0,8,0,0,0,23.813,2.977,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o9_o24_pcu_sym_14,0,0,0,0,462.92,119.463,89.597,0,0,0,0,0,889.02,0,0,0,0,0,0,0,12.26,22.49,269.88,89.96,0,0,0,0,0,0,0,0,0
IRAYEG_FSR,0,0,0,0.588,0.882,0.882,0.588,0,0,0,0,0,415.74,0,0,0,0,0,0,0,0,0,20.41,0,0,0,0,0,0,0,0,0,0
GIYJAB_FSR,0,0,0,80.659,443.624,161.318,80.659,0,0,0,0,0,602.121,43.009,0,0,0,0,3.79,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof10_B-irmof7_B_No391,0,0,0,0,290.529,108.948,72.632,0,225.21,0,0,273.05,220.8,44.16,0,0,0,0,0,0,0,0.802,3.208,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o10_o25_pcu_sym_124,0,0,0,0,331.378,248.533,165.689,0,0,0,0,636.88,249.613,124.807,0,0,0,0,20.46,0,0,0,295.86,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-AZO_B-fum_B_No75,0,0,0,0,559.761,223.904,223.904,0,0,186.22,0,103.01,57.367,19.122,0,0,0,0,174.12,0,0,4.51,18.04,0,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Hf_1_Ch_1B_4H_Ch_2x2x2,0,0,0,0,732.387,261.567,104.627,0,0,0,0,0,738.445,41.025,0,0,0,0,0,0,0,14.64,43.92,0,0,0,0,0,0,0,0,0,0
NUDLOP01_FSR,0,0,0,0,150.009,225.013,150.009,0,0,0,0,0,185.873,61.958,0,0,0,0,0,0,0,28.44,113.76,0,0,0,0,0,0,0,0,0,0
ROCZUG_FSR,0,0,0,0,252.268,252.268,31.534,0,0,0,0,0,368.81,0,0,0,0,23.063,276.754,0,23.063,0,0,0,0,0,0,0,0,0,0,0,0
core_ACAJIZ_freeONLY,0,0,0,0,0,0,0,0,0,0,0,0,442.2,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0,0,0,0,0,0
BUSNOU_FSR,0,0,0,0,190.144,285.216,0,17.69,0,0,0,0,134.85,0,0,0,0,0,65.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177-N_No15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.33,220.66,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o5_o23_pcu_sym_28,0,0,0,0,239.098,179.323,119.549,0,631.74,0,0,0,654.28,0,0,0,0,0,0,91.12,0,0,577.38,0,0,0,0,0,0,0,0,0,0
EPEWAY01_FSR,0,0,0,0,297.775,0,111.665,0,0,0,0,0,210.392,52.598,0,0,0,0,0,0,0,0,29.71,0,0,0,0,0,0,0,0,0,0
QAKWUX_FSR,0,0,0,0,112.996,188.326,56.498,0,0,0,0,306.17,192.49,0,0,0,0,0,58.39,0,0,0,79.352,19.838,0,0,0,0,0,0,0,0,0
AFITIT_FSR,0,0,0,42.41,254.463,148.437,42.41,0,0,0,0,0,587.38,0,0,0,0,0,0,0,0,0,15.28,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_1005_1,0,0,0,0,731.048,81.227,162.455,0,0,0,0,0,2306.19,0,0,0,0,0,17.45,0,0,16.219,194.631,0,0,0,0,0,0,0,0,0,0
core_COMDOY_freeONLY,0,0,0,0,545.7,0,181.9,0,0,0,0,0,169.704,42.426,0,0,0,0,0,0,0,16.268,65.072,0,0,0,0,0,0,0,0,0,0
GALCED_FSR,0,0,0,0,231.168,231.168,46.234,0,0,0,0,0,389.96,0,0,0,0,0,3.7,0,0,0,12.69,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o5_o11_sra_sym_50,0,0,0,0,455.02,91.004,364.016,0,154.82,0,0,0,169.11,112.74,0,0,0,0,0,0,0,29.038,116.152,0,0,0,0,0,0,0,0,0,0
UYAQAN_FSR,0,0,0,10.87,43.48,86.96,0,0,0,0,0,0,359.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o12_o22_sra_sym_142,0,0,0,0,279.665,83.899,111.866,0,0,0,0,0,537.138,59.682,0,0,0,0,0,0,0,14.567,58.269,7.284,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_1B_4H_Ch_2x2x2,0,0,0,0,866.027,309.295,123.718,0,0,0,0,0,902.577,50.143,0,0,0,0,0,0,0,19.183,57.547,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-fum_B_No232,0,0,0,0,778.64,467.184,311.456,0,0,0,0,0,112.084,149.446,0,0,0,39.31,0,0,0,24.22,121.1,0,0,0,0,0,0,0,0,0,0
MARKEX_FSR,0,0,0,0,171.249,0,28.541,0,0,0,0,0,35.45,35.45,0,0,0,0,0,0,0,49.08,73.62,0,0,0,0,0,0,0,0,0,0
NEVVAM01_FSR,0,0,0,0,129.031,193.547,129.031,0,0,0,0,0,155.07,51.69,0,0,0,0,0,0,0,20.582,82.328,0,0,0,0,0,0,0,0,0,0
core_BOYYOF_freeONLY,0,0,0,29.116,101.906,58.232,29.116,0,0,0,0,0,384.01,69.82,0,0,0,0,0,0,0,0,245.73,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof20_B-irmof7_B_No176,0,0,0,0,175.38,105.228,70.152,0,213.45,0,0,188.07,32.364,12.946,0,0,0,0,0,0,0,3.408,13.632,0,0,0,0,0,177.75,0,0,0,0
boydwoo_str_m1_o5_o24_pcu_sym_168,0,0,0,0,423.691,254.215,254.215,0,0,0,0,0,578.24,144.56,0,0,0,0,569.64,0,0,42.468,509.622,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o10_o26_pcu_sym_241,0,0,0,0,73.98,73.98,86.31,0,0,0,0,0,0,287.4,0,0,0,0,462.21,0,0,33.471,937.179,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof10_B-irmof7_B_No154,0,0,0,10.375,83,31.125,41.5,0,0,0,0,0,112.399,48.171,0,0,0,0,0,0,0,37.423,299.387,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o19_o23_sra_sym_93,0,0,0,0,316.769,290.371,105.59,0,0,0,0,0,380.571,63.429,0,0,0,0,0,0,0,71.345,285.379,249.706,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o16_sra_sym_101,0,0,0,0,72.58,51.843,20.737,0,0,0,0,0,104.971,41.989,0,0,0,0,0,0,10.22,66.632,266.527,399.791,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o20_sra_sym_43,0,0,0,0,623.034,329.842,219.894,0,0,0,0,0,909.466,202.104,0,0,0,0,0,0,0,54.165,324.99,54.165,0,0,0,0,0,0,0,0,0
core_FUTKEL_manual,0,0,0,0,356.119,200.317,44.515,0,0,0,0,0,880.02,0,0,0,0,0,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0
BUVWOF03_FSR,0,0,0,0,13.288,18.603,0,0,0,0,0,0,488.67,0,0,0,0,0,39.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core_BUSRUE_freeONLY,0,0,0,0,377.439,171.563,102.938,0,0,0,0,0,113.52,0,0,0,0,0,0.46,0,0,0,400.45,0,0,0,0,0,0,0,0,0,0
DUHPUT_FSR,0,0,0,0,158.345,184.735,0,0,0,0,0,0,526.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.24,0,0,0,0,0
core_IGOJEV_freeONLY,0,0,0,0,376.296,156.79,94.074,0,0,0,0,0,96.6,0,0,0,0,0,0,0,0,0,380.1,0,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_398_2,0,0,0,0,261.983,392.974,261.983,0,0,0,0,0,897.62,0,0,0,0,0,229.54,0,0,73.563,882.757,0,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_triazine_Ch_v2-12c_Hf_1_Ch_1B_4H_Ch_1TrU_Ch_2x2x2,0,0,0,0,962.732,350.084,262.563,0,0,0,0,0,729.96,60.83,0,0,0,0,277.92,0,0,6.245,18.735,0,0,0,0,0,0,0,0,0,0
WOWNED_FSR,0,0,0,0,120.664,105.581,30.166,0,0,0,0,0,37.11,0,0,0,0,0,0,0,0,0,76.91,0,0,0,0,0,127.04,0,0,0,0
boydwoo_str_m3_o1_o4_pcu_sym_33,0,0,0,0,269.423,224.519,89.808,0,0,0,0,0,766.667,153.333,0,0,0,36.075,36.075,0,0,0,46.73,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o10_o18_pcu_sym_217,0,0,0,0,668.723,260.059,222.908,0,0,0,0,0,1367.88,0,0,0,0,0,0,0,0,31.885,382.62,95.655,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof16_B-irmof6_B_No32,0,0,0,0,191.05,114.63,76.42,0,0,0,0,264.76,222.017,44.403,0,0,0,0,0,0,0,0.548,2.192,0,0,0,0,0,0,0,0,0,0
WORTAA_FSR,0,0,0,40.496,101.241,111.365,20.248,0,0,0,87.98,0,742.82,0,0,0,0,0,1.22,0,0,0,2.67,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o22_o25_pcu_sym_152,0,0,416.58,0,352.905,84.025,67.22,0,0,0,0,0,1711.05,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0
ZAGFOF_FSR,0,0,0,0,747.647,269.153,149.529,0,0,0,0,0,797.649,66.471,0,0,0,0,219.32,0,0,0,132.88,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o11_o25_pcu_sym_16,0,0,0,0,536.32,301.68,134.08,0,0,0,0,0,1412.353,209.237,0,0,0,0,76.07,0,0,0,178.24,44.56,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o18_pcu_sym_95,0,0,0,53.719,304.411,286.504,71.626,0,0,0,0,0,465.21,103.38,0,0,0,74.7,49.8,0,0,0,6.36,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o12_o12_pcu_sym_93,0,0,0,0,370.81,222.486,148.324,0,0,0,0,464.18,1212.29,0,0,0,0,0,0.27,0,0,0,72.632,18.158,0,0,0,0,0,0,0,0,0
core_FECZAQ_manual,0,0,0,0,832.81,75.71,227.13,0,0,0,0,0,531.45,0,0,0,0,0,0,0,0,9.685,116.215,0,0,0,0,0,0,0,0,0,0
gmof_Uio66Zr-irmof10_A-irmof14_A_No468,0,0,269.52,0,673.241,240.443,144.266,0,0,0,0,0,284.134,116.996,0,0,0,0,0,0,0,103.442,439.628,0,0,0,0,0,0,0,0,0,0
ZOGROF_FSR,0,0,0,0,327.114,65.423,65.423,0,0,0,0,0,449.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o11_o28_pcu_sym_152,0,0,0,0,703.78,319.9,255.92,0,0,0,0,0,1341.951,291.729,0,0,0,0,15.91,0,0,0,1170.203,270.047,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o19_pcu_sym_41,0,0,0,0,279.752,307.727,111.901,0,0,0,0,0,1071.519,97.411,0,0,0,0,0,0,0,0,301.9,150.95,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-irmof20_No1,0,0,0,0,160.475,160.475,0,0,0,0,160.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.58,0,0,0,0
boydwoo_str_m3_o6_o10_pcu_sym_106,0,0,0,0,708.101,321.864,128.746,0,0,0,0,231.8,2069.21,0,0,0,0,0,1.49,0,0,0,85.26,0,0,0,0,0,0,0,0,0,0
UJIZET_FSR,0,0,0,0,236.253,0,118.127,0,0,0,0,0,388.227,194.113,0,0,0,0,0,0,0,21.288,63.863,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-fum_B_No14,0,0,0,0,876.276,292.092,292.092,0,0,0,0,111.28,471.208,117.802,0,0,0,0,0,0,0,3.924,15.696,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o12_o13_pcu_sym_248,0,0,0,0,237.592,237.592,118.796,0,0,0,0,0,310.36,77.59,0,850.03,0,0,21.9,0,0,0,57.1,0,0,0,0,0,0,0,0,0,0
YAKBOE_FSR,0,0,0,0,1058.18,396.817,132.272,0,0,0,0,0,598.774,99.796,0,0,0,0,138.23,0,0,1.152,4.608,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o14_o25_pcu_sym_89,0,0,0,0,894.954,325.438,162.719,0,0,0,0,32.59,1702.6,0,0,0,0,0,9.39,0,0,0,151.09,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o5_o9_pcu_sym_33,0,0,0,0,638.646,141.921,212.882,0,0,0,0,0,558.792,111.758,0,0,0,0,0,0,0,42.077,589.083,0,0,0,0,0,0,0,0,0,0
EYOPUE_FSR,0,0,0,25.268,176.877,50.536,25.268,0,0,0,0,0,193.29,0,0,0,0,0,0,0,0,0,135.19,0,0,0,0,0,0,0,0,0,0
MIJSII_FSR,0,0,0,8.59,42.95,8.59,17.18,0,0,0,0,0,179.407,59.803,0,0,0,0,0,0,0,0,59.77,0,0,0,0,0,0,0,0,0,0
NEKCIS_FSR,0,0,0,0,644.101,0,184.029,0,0,0,0,0,531.89,0,0,0,0,0,0,0,0,0,34.28,0,0,0,0,0,451.73,0,0,0,0
core_CEJBEA_freeONLY,0,0,0,0,53.624,22.982,10.214,0,0,0,0,0,287.13,0,0,0,0,0,0,0,0,0,17.346,0.964,0,0,0,0,0,0,0,0,0
core_IWOKUC_freeONLY,0,0,0,18.193,42.45,39.418,0,0,0,0,0,0,394.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.87,0,0,0,0,0
MOF-5_cooh_2_1957_1,0,0,0,0,658.246,246.842,164.562,0,0,0,0,0,840.14,0,0,0,0,0,0,0,0,22.321,267.855,66.964,0,0,0,0,0,0,0,0,0
gmof_Al2O6-BDC_B-irmof20_B_No102,0,0,0,0,300.319,100.106,133.475,0,40.74,0,0,0,90.84,90.84,0,0,0,1.67,0,0,0,16.118,64.472,0,0,0,0,0,324.22,0,0,0,0
boydwoo_str_m5_Al_o6_o18_sra_sym_50,0,0,0,6.892,296.34,192.965,55.133,0,0,0,0,0,1019.222,67.948,0,0,0,0,0,0,0,1.874,7.497,3.749,0,0,0,0,0,0,0,0,0
EYOQAL_FSR,0,0,0,30.485,213.392,60.969,30.485,0,0,0,0,0,171.52,0,0,0,0,0,0,0,0,0,114.13,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o1_o14_pcu_sym_230,0,0,0,0,93.6,114.4,41.6,0,0,0,0,0,59.16,78.88,0,0,0,40.072,20.036,0,40.072,0,286.93,286.93,0,0,0,0,0,0,0,0,0
WUZGEF01_FSR,0,0,0,0,555.309,161.219,71.653,0,0,0,0,0,1110.58,0,0,0,0,0,0,0,0,0,237.487,118.743,0,0,0,0,0,0,0,0,0
CARGAG_FSR,0,0,0,0,519.551,432.959,0,0,0,0,0,0,1313.363,109.447,0,0,0,0,0.31,0,0,0,266.16,0,0,0,0,0,0,0,0.07,0,0
boydwoo_str_m3_o1_o26_pcu_sym_228,0,0,0,0,371.768,265.549,70.813,0,0,0,0,0,1257.73,0,0,0,0,0,4.08,0,0,0,55.646,41.734,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o4_o9_pcu_sym_54,0,0,0,0,618.424,210.264,148.422,0,0,0,0,340.34,1165.56,0,0,0,0,0,0,0,0,4.586,55.034,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o17_o24_sra_sym_52,0,0,84.09,0,268.345,161.007,71.559,0,0,0,0,0,324.011,185.149,0,0,0,24.01,0,0,0,0.266,1.064,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o19_pcu_sym_140,0,0,0,0,513.531,464.623,97.815,0,0,0,0,0,361.984,90.496,0,0,0,0,5.63,0,0,0,1128.973,112.897,0,0,0,0,0,0,3.41,0,0
gmof_AlO6-mof177_No23,0,0,0,0,1.82,0.607,0.303,0,0,0,0,0,24.296,6.074,0,0,0,0,0,0,0,0,735.87,0,0,0,0,0,0,0,2.6,0,0
boydwoo_str_m1_o4_o11_pcu_sym_196,0,0,0,0,222.367,74.122,80.861,0,0,0,0,0,286.602,156.328,0,0,0,0,0,0,0,30.967,929.003,0,0,0,0,0,0,0,6.14,0,0
boydwoo_str_m5_Al_o6_o18_sra_sym_97,0,0,0,9.291,362.346,250.855,74.327,0,0,0,0,0,971.428,80.952,0,0,0,0,0,0,0,18.909,75.637,28.364,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o8_pcu_sym_198,0,0,159.32,0,645.376,322.688,129.075,0,0,0,0,0,1414.89,0,0,0,0,0,49.18,0,0,0,32.49,0,0,0,0,0,0,0,0,0,0
WUHJIT_FSR,0,0,0,0,415.953,83.191,124.786,0,0,0,0,0,730.017,417.153,0,0,0,0,0,0,0,0,680.15,0,0,0,0,0,0,0,0,0,0
tobacco_SR_ttv_v1-3c_triazine_Ch_v2-12c_Zr_1_Ch_1B_4H_Ch_1TrU_Ch_2x2x2,0,0,0,0,1163.403,423.056,317.292,0,0,0,0,0,882.185,73.515,0,0,0,0,338.96,0,0,8.332,24.997,0,0,0,0,0,0,0,0,0,0
UYAQER_FSR,0,0,0,15.279,61.117,122.234,0,0,0,0,0,0,324.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof20_B-irmof7_B_No489,0,0,232.35,0,171.475,102.885,68.59,0,0,0,0,0,51.445,51.445,0,0,0,0,0,0,0,8.708,39.188,4.354,0,0,0,0,114.33,0,0,0,0
RELLAW_FSR,0,0,0,0,748.251,340.114,136.046,0,0,0,0,0,733.81,0,0,0,0,0,0.59,0,0,0,13,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o17_o22_sra_sym_3,0,0,0,0,369.279,143.609,82.062,0,0,0,0,0,588.903,53.537,0,0,0,0,0,0,0,0.176,0.704,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o24_pcu_sym_178,0,0,0,0,332.752,155.284,88.734,0,0,0,0,0,977.509,115.001,0,0,0,22.457,44.913,0,0,0,20.79,0,0,0,0,0,0,0,0,0,0
BOZFAZ_FSR,0,0,0,0,249.639,232.996,33.285,0,0,0,0,0,241.785,28.445,0,0,0,0,78.24,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-pcn6_B_No18,0,0,0,0,6.969,2.788,1.394,0,0,0,0,0,27.023,9.008,0,0,0,0,0,0,0,0,699.2,0,0,0,0,0,0,0,6.03,0,0
gmof_Al2O6-irmof10_B-irmof7_B_No681,0,0,0,0,78.905,65.754,26.302,0,0,0,0,0,36.576,9.144,0,0,0,0,0,0,0,47.854,191.415,287.122,0,0,0,0,0,0,0,0,0
PUZTOV_FSR,0,0,0,0,473.91,0,157.97,0,0,0,0,0,117.6,58.8,0,0,0,0,0,0,0,0,218.35,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o10_o11_pcu_sym_193,0,0,0,0,629.748,0,419.832,0,0,0,0,120.95,444.609,74.101,0,0,0,0,11.99,11.99,0,0,270.78,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-irmof8_No1,0,0,0,0,169.143,507.428,0,0,0,0,123.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUVXOT_FSR,0,0,0,0,274.725,549.45,274.725,0,0,0,0,0,626.72,0,0,0,0,0,87.16,0,0,0,588.94,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o10_o10_pcu_sym_178,0,0,0,0,361.586,55.629,166.886,0,0,0,0,0,809.49,0,0,0,0,0,0,0,0,31.075,372.905,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o4_o24_sra_sym_28,0,0,0,0,340.188,95.252,108.86,0,0,0,0,0,560.748,121.902,0,0,0,0,0,0,0,5.566,23.654,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o22_o24_pcu_sym_13,0,0,0,0,167.778,83.889,50.333,0,0,0,0,0,1189.72,0,0,0,0,0,533.57,0,0,30.542,366.503,76.355,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o10_o18_pcu_sym_4,0,0,0,19.13,325.215,191.303,114.782,0,0,0,0,0,812.019,32.481,0,0,0,0,0,0,0,34.147,512.211,102.442,0,0,0,0,0,0,1.96,0,0
core_YEYCUC_SL,0,0,0,0,617.7,231.637,77.212,0,0,0,0,0,2824.055,94.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPIBOM_FSR,0,0,0,0,281.693,0,140.847,0,0,0,0,0,91.416,60.944,0,0,0,0,0,0,0,16.561,99.369,0,0,0,0,0,0,0,0,0,0
core_NUDLIJ_freeONLY,0,0,0,0,193.606,290.409,193.606,0,0,0,0,0,195.87,65.29,0,0,0,0,0,0,0,19.996,79.984,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o4_o19_sra_sym_64,0,0,0,0,375.056,267.897,214.317,0,527.93,0,0,0,202.307,101.153,0,0,0,0,0,0,0,2.434,9.736,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o13_o18_pcu_sym_221,0,0,0,0,122.88,153.6,30.72,0,137.19,0,0,404.01,58.18,0,0,0,0,0,0,0,0,0,89.65,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177-N_No21,0,0,497.95,0,19.469,9.734,4.867,0,0,0,0,0,143.96,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0
HAWYUB_FSR,0,0,0,0,169.02,112.68,56.34,0,0,0,0,0,289.57,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0
ASAFEF_FSR,0,0,0,0,24.103,48.207,0,0,0,0,0,0,215.007,107.503,0,0,0,0,98.373,0,49.187,0,120.667,15.083,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o10_o26_pcu_sym_138,0,0,0,0,697.189,348.595,232.396,0,0,0,0,0,399.025,79.805,0,0,0,0,502.86,0,0,0,132.21,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o4_o9_pcu_sym_213,0,0,0,0,355.237,266.427,155.416,0,0,0,0,625.62,346.029,263.641,0,0,0,146.06,0,0,0,6.692,80.308,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-AZO_B-fum_B_No78,0,0,0,0,605.8,454.35,302.9,0,0,0,0,199.65,67.41,22.47,0,0,0,0,188.91,0,0,4.784,19.136,0,0,0,0,0,0,0,0,0,0
core_RAZYOI_freeONLY,0,0,0,0,147.294,63.126,0,12.04,0,0,0,0,864.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o11_o28_pcu_sym_31,0,0,0,0,175.29,257.092,93.488,0,0,0,0,0,282.117,230.823,0,0,0,0,0,0,0,0,866.593,1133.237,0,0,0,0,0,0,0,0,0
FAMQES_FSR,0,0,0,0,689.669,137.934,275.868,0,0,0,0,0,428.88,285.92,0,0,0,0,40.39,0,0,0,755.67,0,0,0,0,0,0,0,0,0,0
core_BUSNAF_freeONLY,0,0,0,11.902,47.606,95.212,0,0,0,0,0,0,297.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof20_B-irmof7_B_No100,0,0,218.76,29.127,145.636,87.382,58.255,0,0,0,0,0,181.033,36.207,0,0,0,0,0,0,0,1.84,7.36,0,0,0,0,0,68.41,0,0,0,0
boydwoo_str_m3_o16_o24_pcu_sym_133,0,0,0,0,170.094,105.297,32.399,0,0,0,0,20.08,221.89,0,0,131.105,131.105,0,5.06,0,0,0,15.59,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-ADC_B-BDC_B_No265,0,0,0,0,399.869,79.974,159.947,0,330.77,0,0,0,162.203,54.068,0,0,0,0,0,0,0,2.388,9.552,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o9_pcu_sym_210,0,0,0,0,72.319,53.453,12.577,0,0,0,0,0,210.024,52.506,0,0,0,0,0,0,0,0,486.389,389.111,0,0,0,0,0,0,10.25,0,0
boydwoo_str_m5_Al_o17_o20_sra_sym_92,0,0,0,0,301.944,161.037,40.259,0,0,0,0,0,119.68,10.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o4_o18_pcu_sym_175,0,0,0,0,276.755,201.276,50.319,0,0,0,0,0,343.185,102.955,0,0,0,0,0,0,0,0,224.32,0,0,0,0,0,0,0,0,0,0
COMMEZ_FSR,0,0,0,0,99.189,66.126,66.126,0,0,0,0,0,65.67,43.78,0,0,0,0,0,0,0,0,110.97,0,0,0,0,0,0,0,0,0,0
core_ILIMOH_freeONLY,0,0,0,0,95.254,133.356,0,0,0,0,0,0,378.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core_MUNPER_freeONLY,0,0,0,0,524.796,224.912,149.942,0,0,0,0,0,627.77,0,0,0,0,0,0,0,0,0,199.56,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof20_B-irmof7_B_No37,0,0,0,0,181.33,108.798,72.532,0,0,0,0,0,6.136,9.204,0,0,0,0,0,0,0,59.671,328.193,29.836,0,0,0,0,152.65,0,0,0,0
gmof_Uio66Zr-irmof10_A-irmof14_A_No287,0,0,0,0,813.246,252.387,168.258,0,0,0,0,836.99,336.12,118.63,0,0,0,103.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODEPOF_FSR,0,0,0,0,21.571,97.069,0,0,0,0,0,0,114.51,0,0,0,0,0,258.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core_IFENOY03_SL,0,0,0,0,10.859,5.923,0.987,0,0,0,0,0,231.312,21.028,0,0,0,0,0,0,0,2.883,5.767,0,0,0,0,0,0,0,0,0,0
core_HAMJOW_freeONLY,0,0,0,0,642.61,367.206,275.404,0,0,0,0,0,299.81,42.83,0,0,0,0,18.63,0,0,0,174.46,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o19_o23_sra_sym_35,0,0,0,0,613.654,330.429,188.817,0,0,0,0,0,1039.085,122.245,0,0,0,0,283.12,0,0,10.12,40.48,5.06,0,0,0,0,0,0,0,0,0
gmof_Al2O6-irmof10_B-irmof7_B_No597,0,0,0,0,155.575,58.341,38.894,0,0,0,0,0,239.237,143.542,0,0,0,39.72,0,0,39.72,25.917,103.669,51.834,0,0,0,0,0,0,0,0,0
GEFZAU_FSR,0,0,0,0,130.182,16.798,0,181.73,0,0,0,0,625.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
