ID,B,Br_1,Br_1,C_1,C_2,C_3,C_4,Cl_1,Cl_2,Cl_3,F_1,F_2,H_1,H_2,I_1,I_2,I_3,N_1,N_2,N_3,N_4,O_1,O_2,O_3,P_1,P_2,P_3,S_1,S_2,S_3,S_4,Si_1,Si_2
gmof_AlO6-mofHTB_No7,0,0,0,0,2.76,3.68,1.84,0,772.37,0,0,0,388.72,0,0,0,0,0,46.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o25_pcu_sym_258,0,0,0,0,682.36,236.202,104.978,0,0,0,0,0,2787.671,199.119,0,0,0,0,0.92,0,0,0,1345.335,96.095,0,0,0,0,0,0,9.91,0,0
boydwoo_str_m3_o8_o26_pcu_sym_209,0,0,0,0,276.061,460.102,61.347,0,0,0,0,1535.28,1231.21,0,0,0,0,0,46.2,0,0,0,30.753,15.377,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o20_o22_pcu_sym_64,0,0,0,0,789.106,789.106,286.948,0,0,0,0,0,718.7,0,0,0,0,0,4.69,0,0,0,826.873,413.437,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o3_pcu_sym_113,0,0,0,0,950.525,678.946,135.789,0,0,0,0,0,2812.05,0,0,0,0,0,0,0,0,0,43.973,21.987,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o11_o27_pcu_sym_156,0,0,0,0,1059.52,288.96,288.96,0,0,0,0,0,1973.25,0,0,0,0,0,458.75,0,0,27.143,325.717,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof7_A_No43,0,0,0,0,1140.849,725.994,207.427,0,0,0,0,740.86,1504.53,0,0,0,0,0,1.42,0,0,0,56.75,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o28_pcu_sym_234,0,0,0,0,1006.32,479.2,191.68,0,0,0,0,0,1456.84,0,0,0,0,0,6.267,0,3.133,0,642.7,321.35,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o20_o28_pcu_sym_56,0,0,0,0,1427.1,856.26,570.84,0,0,0,0,0,780.19,780.19,0,0,0,275.97,275.97,0,0,0,939.18,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof20_A_No421,0,0,301.91,0,1014.122,507.061,304.237,0,0,0,0,416.8,1249.45,0,0,0,0,0,2.76,0,0,0,17,0,0,0,0,0,445.84,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof7_A_No319,0,0,0,0,573.346,364.857,156.367,0,1111.98,0,0,0,1029.255,102.925,0,0,0,0,1.04,0,0,0,448.72,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-AZO_No2,0,0,0,0,399.756,399.756,199.878,0,0,0,141.054,94.036,536.55,0,0,0,0,0,291.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No3,0,0,0,162.2,324.4,648.8,0,0,0,0,152.26,0,815.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o13_o16_pcu_sym_252,0,0,0,0,337.155,208.715,96.33,0,0,0,0,0,337.6,0,0,766.185,255.395,0,0,0,0,12.666,151.994,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o20_o29_pcu_sym_67,0,0,0,0,1039.517,1039.517,396.006,0,0,0,0,0,731.37,0,0,0,0,0,15.12,0,15.12,0,1510.758,1007.172,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o28_pcu_sym_105,0,0,0,0,376.18,260.432,115.748,0,0,0,0,0,907.433,648.167,0,0,0,0,2.07,0,0,0,2328.74,0,0,0,0,0,0,0,6.74,0,0
boydwoo_str_m5_Al_o3_o23_sra_sym_61,0,0,0,0,394.766,176.964,54.45,0,0,0,0,0,1161.744,48.406,0,0,0,0,0,0,0,0.716,2.863,1.431,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o20_o25_pcu_sym_57,0,0,0,240.931,1445.589,1204.657,481.863,0,0,0,0,0,2174.9,0,0,0,0,0,4.17,0,0,0,700.75,0,0,0,0,0,0,0,0,0,0
IBICED_FSR,0,148.71,0,0,207.595,138.396,34.599,0,0,0,0,0,228.573,16.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o20_o22_pcu_sym_23,0,0,0,0,544.498,1166.781,311.142,0,0,0,0,0,653.45,0,0,0,0,0,1117.81,0,0,0,175.74,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-DPAC_No17,0,0,0,0,429.355,429.355,0,0,0,0,19.52,0,0,0,0,0,0,0,0,0,0,0,0,1026.32,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof7_A_No1145,0,0,0,0,983.328,536.361,268.18,0,0,0,0,0,1038.792,311.638,0,0,0,0,0,0,0,0,1057,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o20_sra_sym_49,0,0,0,0,1534.298,622.013,331.74,0,0,0,0,29.58,938.839,121.141,0,0,0,0,0,0,0,3.594,14.376,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof10_A-irmof8_A_No73,0,0,529.8,0,525.251,432.56,123.589,0,0,0,0,0,310.12,0,0,0,0,0,11.648,0,17.472,0,632.354,474.266,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No13,0,0,0,0,534.187,267.093,0,0,0,0,3.55,0,269.12,538.24,0,0,0,207.32,103.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof20_A_No451,0,0,0,0,1127.108,409.857,358.625,0,0,0,0,391.24,1319.37,77.61,0,0,0,0,1.72,0,0,0,390.13,0,0,0,0,0,429.72,0,0,0,0
boydwoo_str_m3_o3_o24_pcu_sym_4,0,0,0,0,65.018,40.011,40.011,0,196.29,0,0,0,519.012,444.868,0,0,0,0,0,0,0,0,1317.94,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o28_pcu_sym_155,0,0,0,0,384.163,291.964,122.932,0,275.06,0,0,0,1196.22,0,0,0,0,0,9.223,0,18.447,0,761.057,1902.643,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o7_o13_sra_sym_66,0,0,0,0,982.702,221.108,196.54,0,0,0,0,0,393.482,84.318,0,0,0,0,0,0,0,56.85,312.677,14.213,0,0,0,0,0,0,0,0,0
tobacco_SR_rtl_v1-3c_B_Ch_v2-6c_Zr_1_Ch_1TrU_Ch_2x2x2,0,0,0,0,684.804,228.268,228.268,0,0,0,0,0,259.307,950.793,0,0,0,0,0,0,0,471.983,367.098,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof10_A-irmof8_A_No267,0,0,0,0,782.782,552.552,276.276,0,1288.17,0,0,352.38,601.35,0,0,0,0,0,3.97,0,0,0,37.29,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No219,0,0,0,0,531.874,561.422,118.194,0,0,0,0,774.96,52.01,0,0,0,0,0,9.616,0,14.424,0,546.389,409.791,0,0,0,0,0,0,0,0,0
KOSJAF_FSR,0,0,0,0,228.795,114.397,114.397,0,0,0,0,0,511.09,0,0,0,0,0,0,0,0,0,258.83,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-ADC_A-irmof8_A_No794,0,0,0,113.923,1139.229,911.383,227.846,0,0,0,0,0,1719.848,264.592,0,0,0,0,2.98,0,0,0,701.22,0,0,0,0,0,0,0,0,0,0
BEPMEQ_FSR,0,0,0,38.688,116.063,154.751,38.688,296.53,0,0,0,0,354.245,35.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-DPAC_No16,0,0,0,0,567.46,283.73,0,0,0,0,0,0,303.887,607.773,0,0,0,224.253,112.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o25_sra_sym_32,0,0,0,0,398.811,99.703,132.937,0,0,0,0,0,780.213,334.377,0,0,0,0,0,0,0,80.931,647.449,0,0,0,0,0,0,0,0,0,0
gmof_Zn2O8N2-irmof14_A-irmof8_A_No360,0,0,0,0,444.022,651.232,118.406,0,0,0,0,802.14,63.6,63.6,0,0,0,0,1.41,0,0,0,610.886,244.354,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_567_1,0,0,0,0,1715.665,245.095,490.19,0,0,0,0,0,1875.89,0,0,0,0,0,0,0,0,32.742,392.898,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o26_pcu_sym_230,0,0,0,0,910.028,473.215,218.407,0,0,0,0,0,1359.233,494.267,0,0,0,205.367,102.683,0,0,0,789.167,394.583,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Zr_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_1B_4H_Ch_2x2x2,0,0,0,0,813.335,271.112,542.223,0,0,0,0,0,345.523,691.047,0,0,0,0,489.92,0,0,178.834,298.056,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_1B_4H_Ch_2x2x2,0,0,0,0,628.385,209.462,418.923,0,0,0,0,0,267.363,534.727,0,0,0,0,381.22,0,0,134.692,224.488,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-pcn6_A_No1,0,0,0,0,197.856,79.142,39.571,0,0,0,0,0,1067.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mofHTB_No14,0,0,0,0,0.607,1.213,0.91,0,0,0,0,1168.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-AZO_No1,0,0,0,0,526.28,789.42,0,0,0,0,185.73,0,309.34,0,0,0,0,0,340.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o18_o18_pcu_sym_55,0,0,0,0,1501.782,771.185,243.532,0,0,0,0,0,1502.93,0,0,0,0,0,0,0,0,34.534,414.408,69.068,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o23_sra_sym_8,0,0,0,0,754.137,230.858,123.124,0,0,0,0,263.35,1361.863,201.757,0,0,0,0,23.07,0,0,2.792,11.168,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o7_o14_pcu_sym_103,0,0,0,0,593.918,381.804,127.268,0,0,0,0,0,1728.638,164.632,0,0,0,0,0,0,0,0,520.785,173.595,0,0,0,0,0,0,0,0,0
MOF-5_cooh_2_2796_1,0,0,0,0,1855.658,265.094,530.188,0,0,0,0,0,1684.91,0,0,0,0,0,0,0,0,50.52,606.24,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o28_pcu_sym_144,0,0,0,0,937.183,437.352,249.915,0,0,0,0,1561.39,1118.47,0,0,0,0,0,0,0,0,0,733.12,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-DPAC_No10,0,0,0,0,740.63,493.753,246.877,0,0,0,146.52,97.68,679.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o24_pcu_sym_12,0,0,0,0,95.426,190.853,38.171,0,1130.05,0,0,0,105.59,0,0,262.49,0,0,109.12,0,0,0,18.82,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o23_sra_sym_114,0,0,0,0,552.264,368.176,230.11,0,0,0,0,419.14,302.504,495.006,0,0,0,341.11,0,0,0,9.832,39.328,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o13_pcu_sym_74,0,0,0,0,1050.183,630.11,210.037,0,0,0,0,0,941.011,352.879,0,0,0,0,203.11,0,0,0,1113.686,185.614,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o21_pcu_sym_70,0,0,0,0,1253.784,626.892,208.964,0,0,0,0,0,3226.11,0,0,0,0,0,0,0,0,0,170.28,42.57,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o20_pcu_sym_83,0,0,0,0,522.513,1045.026,174.171,0,0,0,0,0,563.62,0,0,0,0,0,1652.57,0,0,0,82.43,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o28_pcu_sym_261,0,0,496.06,0,1124.096,674.458,256.936,0,0,0,0,0,1331.08,0,0,0,0,0,1.58,0,0,0,655.94,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No1,0,0,0,0,874.6,874.6,0,0,0,0,198.43,0,423.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o7_o20_pcu_sym_76,0,0,0,0,530.347,681.875,151.528,0,0,0,0,0,353.91,0,0,0,0,0,5.592,0,22.368,0,884.28,1768.56,0,0,0,0,0,0,0,0,0
PEZCII_FSR,0,0,0,0,238.7,79.567,39.783,0,0,0,0,0,818.506,109.134,0,0,0,0,0,0,0,0,38.92,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o6_o20_sra_sym_85,0,0,0,117.488,783.255,626.604,313.302,0,0,0,0,0,403.282,336.068,0,0,0,0,0,0,0,88.962,489.288,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o29_pcu_sym_224,0,0,0,0,210.16,226.326,64.665,0,0,0,0,0,468.97,0,0,0,0,0,2.708,0,10.832,0,659.184,2966.326,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-ADC_No3,0,0,0,183.651,367.303,734.606,0,0,0,0,154.2,0,869.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No2,0,0,604.68,0,270.017,540.033,0,0,0,0,125.83,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o16_pcu_sym_105,0,0,0,0,1012.126,572.072,176.022,0,211.38,0,0,0,1437.01,0,0,0,297.63,0,197.69,0,0,0,76.69,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_2x2x2,0,0,0,0,553.38,0,553.38,0,0,0,0,0,0,388.54,0,0,0,0,649.77,0,0,158.846,264.744,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o17_o28_pcu_sym_153,0,0,0,0,857.286,685.829,342.915,0,0,0,0,0,521.389,195.521,0,0,0,0,983.92,0,0,0,730.43,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o19_o28_pcu_sym_21,0,0,0,0,815.153,543.435,452.863,0,0,0,0,0,464.92,0,0,0,0,0,9.863,0,19.727,108.766,1740.25,870.125,0,0,0,0,0,0,0,0,0
QUPZIM02_FSR,0,0,0,0,1937.958,387.592,0,0,0,0,0,0,115.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o3_o9_pcu_sym_247,0,0,0,0,455.257,303.505,43.358,0,0,0,0,0,1790.39,0,0,0,0,0,485.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Zr_1_Ch_v2-3c_triazine_Ch_1TrU_Ch_2x2x2,0,0,0,0,725.175,0,725.175,0,0,0,0,0,0,501.35,0,0,0,0,847.63,0,0,286.655,286.655,0,0,0,0,0,0,0,0,0,0
BEPNUH_FSR,0,281.3,0,31.609,120.115,151.724,37.931,0,0,0,0,0,254.618,25.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o21_pcu_sym_59,0,0,0,0,1336.165,534.466,400.849,0,0,0,0,0,1587.484,198.436,0,0,0,0,268.43,0,0,0,834.55,0,0,0,0,0,0,0,0,0,0
gmof_Al2O6-DPAC_B-irmof10_B_No124,0,0,0,0,936.033,280.81,187.207,0,539.43,0,0,206.51,234.609,39.101,0,0,0,0,0,0,0,0.05,0.2,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No6,0,0,0,0,444.907,889.813,0,0,0,0,379.08,252.72,98.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o16_pcu_sym_15,0,0,237.16,0,840.52,630.39,210.13,0,0,0,0,0,1067.336,592.964,0,0,0,192.282,230.738,0,0,0,43.86,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_B_Ch_1TrU_Ch_2x2x2,0,0,0,0,807.606,302.852,201.902,0,0,0,0,0,373.684,498.246,0,0,0,0,0,0,0,165.72,276.2,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o27_pcu_sym_60,0,0,0,0,494.89,395.912,98.978,0,0,0,0,0,1406.033,468.678,0,0,0,0,401.18,0,0,0,1676.17,0,0,0,0,0,0,0,9.67,0,0
gmof_Zn2O8N2-AZO_A-irmof10_A_No48,0,0,776.64,0,585.116,409.581,117.023,0,640.49,0,0,0,712.06,0,0,0,0,0,76.88,0,0,0,36.49,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Zr_1_Ch_v2-3c_B_Ch_1TrU_Ch_2x2x2,0,0,0,0,1053.705,395.139,263.426,0,0,0,0,0,492.253,656.337,0,0,0,0,0,0,0,260.514,334.946,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o12_pcu_sym_198,0,0,0,0,361.629,301.358,120.543,0,884.648,294.882,0,660.35,0,0,0,0,0,0,12.12,0,0,0,257.2,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o25_pcu_sym_90,0,0,0,0,849.206,540.404,154.401,0,0,0,0,0,1839.33,0,0,0,502.61,0,2.45,0,0,0,289.056,72.264,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No13,0,0,0,0,436.58,873.16,0,0,0,0,172.5,0,80.288,20.072,0,0,0,0,0,0,0,0,488.92,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o18_o21_pcu_sym_91,0,0,0,0,1362.042,746.926,263.621,0,0,0,0,0,1647.92,0,0,0,0,0,0,0,0,43.058,516.696,86.116,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o17_o28_pcu_sym_186,0,0,0,0,1003.4,752.55,250.85,0,0,0,0,0,1503.69,0,0,0,0,0,1.99,0,0,0,859.238,286.413,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o9_pcu_sym_221,0,0,0,0,912.458,491.324,140.378,0,0,0,0,0,1698.875,261.365,0,0,0,62.385,187.155,0,0,0,62.13,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o20_o22_pcu_sym_53,0,0,0,0,760.682,269.164,140.434,0,0,0,0,0,1156.51,0,0,288.12,0,0,0,0,0,19.605,235.255,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mofHTB_No8,0,0,0,0,0,0,0,0,866.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o7_o11_pcu_sym_250,0,0,0,0,943.687,629.125,209.708,0,0,0,0,1926.53,755.96,0,0,0,0,0,1.18,0,0,0,66.83,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o29_pcu_sym_110,0,0,0,67.951,1426.978,815.416,271.805,0,0,0,0,0,2167.43,0,0,0,0,0,1.32,0,0,0,523.3,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o9_o20_pcu_sym_60,0,0,346.94,0,941.271,823.612,352.977,0,0,0,0,0,835.45,0,0,0,0,0,0,0,0,33.165,397.975,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o24_pcu_sym_28,0,0,0,0,784.792,428.068,142.689,0,0,0,0,0,1403.13,0,0,0,0,0,225.01,0,0,0,842.093,421.047,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof20_A_No9,0,0,0,0,0,0,0,0,0,0,0,0,0,36.08,0,0,0,0,0,0,0,0,1003.76,0,0,0,0,0,3.05,0,0,0,0
gmof_ZnN4-SiF6-AZO_No1,0,0,0,0,619.956,929.934,0,0,0,0,176.32,0,278.81,0,0,0,0,0,380.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-ADC_No4,0,0,0,0,348.32,696.64,0,0,671.77,0,153.54,0,16.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o23_o28_pcu_sym_36,0,0,0,0,1006.734,345.166,230.111,0,0,0,0,0,3235.755,231.125,0,0,0,0,77.94,0,0,0,784.93,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o16_o26_pcu_sym_139,0,0,0,0,1023.242,458.695,282.274,0,0,0,0,0,1103.833,262.817,0,0,0,0,0,0,0,58.845,1118.045,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o18_o29_pcu_sym_154,0,0,589.19,0,935.298,689.167,196.905,0,0,0,0,282.15,955.73,0,0,0,0,0,1.17,0,0,0,512.95,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o8_o11_pcu_sym_254,0,0,1107.24,0,321.088,395.185,98.796,0,0,0,0,0,399.04,0,0,0,0,0,149.65,0,0,0,336.596,126.224,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o3_o14_pcu_sym_60,0,0,0,0,394.055,220.671,31.524,0,0,0,0,0,1851.27,0,0,0,0,0,0,0,0,0,17.16,4.29,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o2_o26_pcu_sym_180,0,0,0,0,1253.784,442.512,147.504,0,0,0,0,0,2968.46,0,0,0,0,0,0.38,0,0,0,59.63,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-irmof20_A_No19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.04,0,0,0,0,0,8.69,0,8.69,0,0
gmof_Zn2O8N2-ADC_A-BDC_A_No317,0,0,0,0,192.906,281.939,59.356,0,1465.727,450.993,0,0,197.23,0,0,0,0,0,0.53,0,0,0,26.28,0,0,0,0,0,0,0,0,0,0
NUTYIM_FSR,0,0,0,0,760.471,69.134,276.535,0,0,0,0,0,447.601,191.829,0,0,0,0,43.37,0,0,23.464,164.246,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-ADC_No1,0,0,0,0,1014.57,1014.57,0,0,0,0,189.87,0,382.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o21_o21_pcu_sym_253,0,0,0,0,1160.894,746.289,497.526,0,0,0,0,0,1997.72,0,0,0,0,0,376.69,0,0,67.721,812.656,135.443,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o20_sra_sym_170,0,0,0,0,1196.468,652.619,290.053,0,0,0,0,0,526.418,75.203,0,0,0,0,0,0,4.41,44.094,176.378,55.118,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o6_o26_pcu_sym_163,0,0,1248.31,0,463.429,463.429,109.042,0,0,0,0,0,462.78,0,0,0,0,0,20.88,0,0,0,418.432,104.608,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No19,0,0,0,0,662.687,331.343,0,0,0,0,98.27,0,18.98,18.98,0,0,0,0,0,0,0,0,0,807.03,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-ADC_No2,0,0,617.81,0,306.263,612.527,0,0,0,0,124.62,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No1,0,0,0,0,924.835,924.835,0,0,0,0,193.88,0,505.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o25_o29_pcu_sym_104,0,0,0,0,489.685,288.05,201.635,0,0,0,0,0,970.825,970.825,0,0,0,0,0.11,0,0,0,2191.187,70.683,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No3,0,0,0,197.623,395.246,790.491,0,0,0,0,16.26,0,723.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No1,0,0,0,0,226.5,75.5,37.75,0,0,0,0,0,1104.38,0,0,0,0,0,0,0,0,0,8.97,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Hf_1_Ch_v2-3c_B_Ch_1TrU_Ch_1B_4H_Ch_2x2x2,0,0,0,0,811.2,360.533,180.267,0,0,0,0,0,561.733,449.387,0,0,0,0,0,0,0,162.199,270.331,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No17,0,0,0,0,677.98,677.98,0,0,0,0,120.94,0,74.715,24.905,0,0,0,0,0,0,0,0,571.35,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No2,0,0,651.92,0,271.763,543.527,0,0,0,0,47.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No5,0,0,0,0,354.933,709.867,0,0,720.17,0,71.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o18_o21_pcu_sym_99,0,0,0,0,1459.245,754.782,301.913,0,0,0,0,0,1329.083,110.757,0,0,0,0,0,0,0,50.573,708.017,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m5_Al_o3_o6_sra_sym_97,0,0,0,0,338.37,253.778,84.593,0,1231.46,0,0,0,336.175,67.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No10,0,0,0,0,671.133,335.567,0,0,0,0,368.73,491.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobacco_SR_tty_v1-8c_Zr_1_Ch_v2-3c_B_Ch_1TrU_Ch_1B_4H_Ch_2x2x2,0,0,0,0,1050.942,467.085,233.543,0,0,0,0,0,715.767,572.613,0,0,0,0,0,0,0,288.795,288.795,0,0,0,0,0,0,0,0,0,0
gmof_ZnN4-SiF6-ADC_No6,0,0,0,0,515.09,1030.18,0,0,0,0,378.168,252.112,78.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_CuN4-SiF6-DPAC_No8,0,0,0,0,681.6,681.6,0,0,0,0,408.858,272.572,57.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mofHTB_No15,0,0,0,0,41.178,30.883,20.589,0,0,0,0,0,562.746,375.164,0,0,0,87.639,204.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmof_AlO6-mof177_No24,0,0,0,0,285.313,95.104,47.552,0,0,0,0,0,1038.77,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m1_o8_o13_pcu_sym_258,0,0,1341.33,0,357.96,357.96,126.339,0,0,0,0,0,290.97,0,0,0,0,0,37.99,0,37.99,49.765,597.177,398.118,0,0,0,0,0,0,0,0,0
core_EDUVOO_freeONLY,0,0,0,0,1626.472,975.883,325.294,0,0,0,0,0,1991.86,0,0,0,0,0,0,0,0,9.099,109.191,0,0,0,0,0,0,0,0,0,0
boydwoo_str_m3_o3_o7_pcu_sym_52,0,0,0,0,574.605,439.404,67.601,0,0,0,0,0,2008.985,547.905,0,0,0,0,0.12,0,0,0,572.962,343.778,0,0,0,0,0,0,0,0,0
